1743717160989;0
1743717161990;0
1743717163034;0
1743717164078;0
1743717165121;0
1743717166166;0
1743717167209;0
1743717168250;0
1743717169294;0
1743717170340;0
1743717171383;0
1743717172426;0
1743717173468;0
1743717174511;0
1743717175553;0
1743717176594;0
1743717177635;0
1743717178678;0
1743717179720;0
1743717180763;0
1743717181804;0
1743717182848;0
1743717183889;0
1743717184931;0
1743718012293;0
1743718013295;0
1743718014300;0
1743718015302;0
1743718016303;0
1743718017307;0
1743718018310;0
1743718019365;0
1743718020370;0
1743718021375;0
1743718024740;0
1743718025743;0
1743718026744;0
1743718027747;0
1743718028748;0
1743718029753;0
1743718030754;0
1743718031754;0
1743718032755;0
1743718033760;0
1743718034761;0
1743718035766;0
1743718036770;0
1743718037773;0
1743718038777;0
1743718039780;0
1743718040794;0
1743718041804;0
1743718042804;0
1743718043846;0
1743718044889;0
1743718045933;0
1743718046976;0
1743718048017;0
1743718049060;0
1743718050103;0
1743718051146;0
1743718052187;0
1743718053229;0
1743718054270;0
1743718055316;0
1743718056357;0
1743718057402;0
1743718058443;0
1743718059484;0
1743718060525;0
1743718061570;0
1743718062615;0
1743718063660;0
1743718064705;0
1743718065746;0
1743718066787;0
1743718067828;0
1743718068869;0
1743718069911;0
1743718070952;0
1743718071993;0
1743718073035;0
1743718074076;0
1743718075117;0
1743718076160;0
1743718077200;0
1743718078242;0
1743718079283;0
1743718080325;0
1743718081370;0
1743718082415;0
1743718083459;0
1743718088284;0
1743718089288;0
1743718090290;0
1743718091293;0
1743718092297;0
1743718093299;0
1743718094300;0
1743718095303;0
1743718096306;0
1743718097310;0
1743718098311;0
1743718099315;0
1743718100319;0
1743718101319;0
1743718102322;0
1743718103327;0
1743718104331;0
1743718105373;0
1743718106414;0
1743718107456;0
1743718108500;0
1743718109542;0
1743718110584;0
1743718111624;0
1743718112667;0
1743718113708;0
1743718117225;0
1743718118228;0
1743718146019;0
1743718147019;0
1743718148020;0
1743718149024;0
1743718150027;0
1743718151028;0
1743718152033;0
1743718153034;0
1743718154035;0
1743718155041;0
1743718156044;0
1743718157048;0
1743718158052;0
1743718159055;0
1743718160058;0
1743718161059;0
1743718162061;0
1743718163067;0
1743718164072;0
1743718165074;0
1743718169594;0
1743718170599;0
1743718171602;0
1743718172603;0
1743718173608;0
1743718174610;0
1743718175612;0
1743718176612;0
1743718177613;0
1743718178618;0
1743718179622;0
1743718180627;0
1743718181628;0
1743718182632;0
1743718183635;0
1743718184639;0
1743718185680;0
1743718186721;0
1743718187762;0
1743718188802;0
1743718189843;0
1743718190885;0
1743718191926;0
1743718192968;0
1743718194006;0
1743718195052;0
1743718196093;0
1743718197134;0
1743718198175;0
1743718199217;0
1743718200261;0
1743718201303;0
1743718202348;0
1743718203379;0
1743718204422;0
1743718205464;0
1743718206508;0
1743718207548;0
1743718208589;0
1743718209634;0
1743718210675;0
1743718211717;0
1743718212758;0
1743718213801;12
1743718214846;0
1743718308919;0
1743718309925;0
1743718310928;0
1743718311931;0
1743718312934;0
1743718313934;0
1743718314937;0
1743718315938;0
1743718316940;0
1743718317944;0
1743718318946;0
1743718319954;0
1743718323744;0
1743718324750;0
1743718325751;0
1743718326756;0
1743718327760;0
1743718328761;0
1743718329762;0
1743718330767;0
1743718331768;0
1743718332769;0
1743718333772;0
1743718334774;0
1743718335778;0
1743718336781;0
1743718337781;0
1743718338785;0
1743718339785;0
1743718340790;0
1743718341795;0
1743718342795;0
1743718343800;0
1743718344806;0
1743718345808;0
1743718346809;0
1743718347812;0
1743718348818;0
1743718349818;0
1743718350823;0
1743718351828;0
1743718352834;0
1743718353845;0
1743718354850;0
1743718355850;0
1743718356856;0
1743718357861;0
1743718358866;4
1743718359867;0
1743718360872;0
1743718361877;0
1743718362878;0
1743718363881;0
1743718364886;0
1743718365891;0
1743718366895;0
1743718367895;0
1743718368901;0
1743718369905;0
1743718370910;0
1743718371915;0
1743718372921;0
1743718373926;0
1743718374928;0
1743718375933;0
1743718376938;0
1743718377943;0
1743718378945;0
1743718379985;0
1743718380995;0
1743718382209;0
1743718383276;0
1743718384318;0
1743718385379;0
1743718386419;0
1743718387537;0
1743718388539;0
1743718389543;0
1743718390548;0
1743718391622;0
1743718392628;0
1743718393631;0
1743718394633;0
1743718395636;0
1743718396639;0
1743718397645;0
1743718398648;0
1743718399653;0
1743718400656;0
1743718401657;0
1743718402658;0
1743718403660;0
1743718404666;0
1743718405669;0
1743718406671;0
1743718407675;0
1743718408720;0
1743718409722;0
1743718410728;10
1743718411728;0
1743718412733;0
1743718413735;0
1743718414740;0
1743718415745;0
1743718416748;0
1743718417750;0
1743718418753;0
1743718419758;0
1743718420760;0
1743718421765;0
1743718422766;0
1743718423772;0
1743718424775;0
1743718425779;0
1743718426783;0
1743718427787;0
1743718428788;0
1743718429789;0
1743718430793;0
1743718431798;0
1743718432800;0
1743718433814;0
1743718434818;0
1743718435826;0
1743718436829;0
1743718437835;0
1743718438836;0
1743718439841;0
1743718440845;0
1743718441847;0
1743718442848;0
1743718443852;0
1743718444857;0
1743718445861;0
1743718446875;0
1743718447879;0
1743718448881;0
1743718449886;0
1743718450889;0
1743718451892;0
1743718452895;0
1743718454129;0
1743718455171;0
1743718456178;0
1743718457182;0
1743718458190;0
1743718459195;0
1743718460251;0
1743718461252;0
1743718462256;10
1743718463342;0
1743718464385;0
1743718465463;0
1743718466467;0
1743718467472;0
1743718468477;0
1743718469480;0
1743718470506;0
1743718471509;0
1743718472533;0
1743718473535;0
1743718474535;0
1743718475539;0
1743718476541;0
1743718477545;0
1743718478550;0
1743718479555;0
1743718480557;0
1743718481559;0
1743718482563;0
1743718483567;0
1743718484568;0
1743718485569;4
1743718486571;0
1743718487576;0
1743718488579;0
1743718489579;0
1743718490581;0
1743718491585;0
1743718492589;0
1743718493592;0
1743718494595;0
1743718495600;0
1743718496605;0
1743718497607;0
1743718498612;0
1743718499616;0
1743718500619;0
1743718501620;0
1743718502620;0
1743718503621;0
1743718504625;4
1743718505632;0
1743718506636;0
1743718507637;0
1743718508645;1
1743718509649;0
1743718510653;0
1743718511656;0
1743718512657;0
1743718513657;0
1743718514663;0
1743718515667;0
1743718519792;0
